0,1,Cuentas de vueltas,Muestreo (s),Torque de referencia (N-m),Velocidad medida (m/s),Voltaje PAU (V),Voltaje celda #1 (V),Voltaje celda #2 (V),Voltaje de control difuso (V),Voltaje de excitacion (V)
Fecha,14_07_2022,,,,,,,,,
Hora de inicio,17_00_02,,,,,,,,,
Hora de finalización,17_01_27,,,,,,,,,
Voltage de salida analoga,200.0,,,,,,,,,
Voltaje offset celda 1,-0.008846831366923314,,,,,,,,,
Voltaje offset celda 2,-0.04192694507184803,,,,,,,,,
"ObservacionesEscriba sus observaciones antes de presionar ""Terminar"" o borre este campo si no tiene...",,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,36.98801517486572,200.0,0.0,-0.45048215597005414,-1.6126614001483586e-05,-2.985380557997748e-05,0.6510330636818868,-0.025588651660450736
,,0.0,37.23576068878174,200.0,0.0,-0.44695562519795173,-1.5843631272218476e-05,-2.9545668830333188e-05,0.6516368956195029,-0.026826229463103486
,,0.0,37.48665237426758,200.0,0.0,-0.4508613528272697,-1.5919093333355958e-05,-2.9790920529029485e-05,0.6562611821143352,-0.05155892000087527
,,0.0,37.7355682849884,200.0,0.0,-0.44790361734099,-1.5680130139754285e-05,-2.9841228569787783e-05,0.6569272987492237,-0.059097579908498135
,,0.0,37.985541343688965,200.0,0.0,-0.4480173763981555,-1.5906516323166523e-05,-2.99921526920624e-05,0.6570474348305889,-0.0612557948570268
,,0.0,38.23561716079712,200.0,0.0,-0.45283317648478905,-1.638444271036975e-05,-2.9954421661493592e-05,0.6571948674696646,-0.06404411801605256
,,0.0,38.4852659702301,200.0,0.0,-0.4513922284273713,-1.6390731215464633e-05,-3.0338020472275435e-05,0.657087650223093,-0.06295369123261765
,,0.0,38.73551297187805,200.0,0.0,-0.4501787984842817,-1.615805652695774e-05,-3.0910274435899875e-05,0.6572416180067913,-0.06579483783443942
,,0.0,38.984981060028076,200.0,0.0,-0.45025463785572417,-1.5912804828261093e-05,-3.112408360912276e-05,0.6569568191625152,-0.06147652138585363
